city,property_name,location,builder,price_lakhs,BHK,property_type
Bangalore,DS Max Sky Shubham,"KR Puram, Bangalore",DS Max Properties,160.0,3.0,Apartment
Bangalore,Vajram Vivera,"Kogilu, Near Yelahanka, Bangalore",Vajram Group,212.0,3.0,Apartment
Bangalore,DS Max Sky Fields,"Samethanahalli, Near Whitefield, Bangalore",DS Max Properties,117.0,2.0,Apartment
Bangalore,Falcon by BHP Housing,"Sarjapur Road, Bangalore",BHP Housing,151.0,3.0,Apartment
Bangalore,Jai Fortune Square,"Hoodi, Bangalore",Jai Builders Bengaluru,209.0,3.0,Apartment
Bangalore,Prestige Shantiniketan,"Whitefield, Bangalore",Prestige Group,,4.0,Apartment
Bangalore,DivyaSree 77 Life,"Yemalur, Bellandur",Divyasree Developers,72.42,2.0,Apartment
Bangalore,DivyaSree 77 Degree Place,"Marathahalli, Bangalore",Divyasree Developers,113.99999999999999,3.0,Apartment
Bangalore,True Blue Napa Valley,"Yelahanka, Bangalore",True Blue Realty,69.98,2.0,Apartment
Bangalore,Kolte Patil Lakeside 24,"Hennur Road, Bangalore",Kolte Patil,79.13,3.0,Apartment
Bangalore,Ds Max Sky Shlokam,"Yerthiganahalli, Bangalore",DS Max Properties,101.0,2.0,Apartment
Bangalore,Sattva Springs,"Kanakapura Road, Bangalore",Sattva Group,112.99999999999999,3.0,Apartment
Bangalore,Prestige PineWood,"Srinivagilu, Koramangala",Prestige Group,191.0,2.0,Apartment
Bangalore,Chaithanya Samarpan,"Whitefield, Bangalore",Chaithanya,850.0,4.0,Villa
Bangalore,Prestige Elm Park,"Whitefield, Bangalore",Prestige Group,302.0,3.0,Apartment
Bangalore,DSR Green Waters,"Gunjur, Near Varthur, Bangalore",DSR Infra Projects Bangalore,353.0,4.0,Apartment
Bangalore,Sobha Hamptons,"Attibele, Bangalore",Sobha,100.0,2.0,Apartment
Bangalore,Vishnu Woodstock,"Electronics City Phase 1, Bangalore",Vishnu Developers,122.0,3.0,Apartment
Bangalore,Casagrand Hazen,"Gottigere, Bannerghatta Road",Casagrand,218.00000000000003,3.0,Apartment
Bangalore,L And T Olivia,"Hebbal, Bangalore",LNT Realty,245.00000000000003,4.0,Apartment
Bangalore,Whitestone Rosario,"Sonnenahalli Colony, KR Puram",Whitestone Projects,70.91,2.0,Apartment
Bangalore,Prestige Lakeside Habitat,"Gunjur, Near Varthur, Bangalore",Prestige Group,,1.0,Apartment
Bangalore,Grand La Palazzo,"Muthanallur, Sarjapur Road, Bangalore",TBC Homes Infra Corp,244.0,2.0,Apartment
Bangalore,Bluejay pacific,"Mysore Road, Bangalore",Bluejay Enterprises,317.0,3.0,Apartment
Bangalore,Arsis Green Hills,"KR Puram, Bangalore",Arsis Developers,360.0,4.0,Apartment
Bangalore,Adarsh Stratuss,"5th Phase JP Nagar, Bangalore",Adarsh Group,306.0,4.0,Villa
Bangalore,Sobha Insignia,"Bhoganhalli, Near Bellandur, Bangalore",Sobha,409.0,3.0,Apartment
Bangalore,Prestige Fairfield,"Nagashetty Halli, Bellari Road",Prestige Group,582.0,4.0,Apartment
Bangalore,The Green Valley Address,"Mysore Road, Bangalore",Address Maker Life Spaces,300.0,3.0,Apartment
Bangalore,Suvrith Shelter,"Electronic City Phase 2, Bangalore",Suvrith Structures,346.0,4.0,Apartment
Bangalore,Prestige Park Square,"Basavanapura, Bannerghatta Road",Prestige Group,208.0,,Land
Bangalore,Rohan Ekanta,"Varthur, Bangalore",Rohan Builders,72.28,2.0,Apartment
Bangalore,Sattva Bliss,"Budigere Cross, Bangalore",Sattva Group,100.0,3.0,Apartment
Bangalore,Sekhar Oakwoods,"Belathur, KR Puram",Sekhar Builders and Infratech,172.0,2.0,Apartment
Bangalore,Prestige Summer Fields,"Bhoganhalli, Near Bellandur, Bangalore",Prestige Group,283.0,3.0,Apartment
Bangalore,Brigade Caladium,"Hebbal, Bangalore",Brigade Group,,1.0,Apartment
Bangalore,Earthsong by Manyata,"Devanahalli, Bangalore",Manyata,336.0,,Land
Bangalore,Sattva Aqua Vista,"Bannerghatta Road, Bangalore",Sattva Group,254.0,3.0,Apartment
Bangalore,Meda Heights,"Varthur, Bangalore",Meda Projects,505.0,4.0,Apartment
Bangalore,Adarsh Euphoria,"Halanayakanahalli, Bangalore",Adarsh Group,79.0,1.0,Apartment
Bangalore,Sobha HRC Pristine,"Jakkur, Bangalore",Sobha,172.0,2.0,Apartment
Bangalore,Mantri Alpyne,"Banashankari, Bangalore",Mantri Developers,212.0,3.0,Apartment
Bangalore,Mittal Elanza,"Kogilu, Near Yelahanka, Bangalore",Mittal Universal,188.0,,Land
Bangalore,Sowparnika Indradhanush,"Hoskote, Bangalore",Sowparnika Projects,38.36,1.0,Apartment
Bangalore,Artismo Millionaire Tower,"IVC Road, Devanahalli",Artismo Builder,59.5,2.0,Apartment
Bangalore,Columbia Aaltius,"Electronics City Phase 1, Bangalore",Columbia Group,79.94,3.0,Apartment
Bangalore,GR Samskruthi,"Sarjapura Attibele Road, Bangalore",GR Constructions,150.0,2.0,Apartment
Bangalore,Assetz Bloom And Dell,"Whitefield, Bangalore",APG Premium Residential,,3.0,Apartment
Bangalore,Godrej United,"Whitefield, Bangalore",Godrej Properties,,1.0,Apartment
Bangalore,Brigade Buena Vista,"Budigere, Bangalore",Brigade Group,170.0,2.0,Apartment
Bangalore,Sobha Heritage,"Rajarajeshwari Nagar, Bangalore",Sobha,210.0,3.0,Apartment
Bangalore,MJR Divine Meadows,"Sarjapur Road, Bangalore",MJR Builders,241.0,3.0,Villa
Bangalore,Birla Trimaya Phase 2,"Devanahalli, Bangalore",Birla Estates,294.0,4.0,Villa
Bangalore,Saranya Swarovski,"Kadugodi, Bangalore",Saranya Builders Bengaluru,107.0,2.0,Apartment
Bangalore,GM Infinite E City Town,"Electronic City, Bangalore",GM Infinite,149.0,3.0,Apartment
Bangalore,Prestige Song of the South,"Chandrasekarapura, Near Begur, Bangalore",Prestige Group,434.0,4.0,Apartment
Bangalore,Birla Tisya,"Agrahara Dasarahalli, Rajajinagar",Birla Estates,100.0,2.0,Apartment
Bangalore,Adarsh Savana,"Yelahanka, Bangalore",Adarsh Group,134.0,3.0,Apartment
Bangalore,Mahendra Aarya,"Andapura, Near Electronic City Phase 2, Bangalore",Mahendra Homes,140.0,2.0,Apartment
Bangalore,Saiven Mulberry Groves,"Sarjapur Road, Bangalore",Saiven Developers,250.0,3.0,Villa
Bangalore,Shree Krishna E Golden Heights,"Electronic City Phase 2, Bangalore",Shree Krishna Builders Bangalore,400.0,4.0,Villa
Bangalore,The County Address,"Sarjapur, Bangalore",Address Maker Life Spaces,76.76,2.0,Apartment
Bangalore,Karle Zenith Residences,"Hebbal, Bangalore",Karle Infra,,3.0,Apartment
Bangalore,Reddy Manyata Midlands,"Anekal, Bangalore",Reddy Veeranna Constructions,190.0,,Land
Bangalore,Total Environment Learning To Fly,"7th Phase JP Nagar, Bangalore",Total Environment Homes,383.0,3.0,Apartment
Bangalore,Sumadhura Silver Ripples,"Whitefield, Bangalore",Sumadhura Group,861.9999999999999,4.0,Apartment
Bangalore,SKC Rainbow,"Kengeri, Bangalore",Sri Krishna Constructions Bangalore,109.00000000000001,,Land
Bangalore,K Raheja Vivarea,"3rd Block Koramangala, Bangalore",K Raheja Corp,451.99999999999994,3.0,Apartment
Bangalore,Prestige Serenity Shores,"Varthur, Bangalore",Prestige Group,,4.0,Apartment
Bangalore,Purva Blubelle,"Rajajinagar, Bangalore",Puravankara,,5.0,Apartment
Bangalore,Abhee Pride,"Chandapura, Bangalore",Abhee Ventures,,1.0,Apartment
Bangalore,Brigade Calista,"Budigere Cross, Bangalore",Brigade Group,,2.0,Apartment
Bangalore,Prestige Augusta Golf Village,"Kothanur, Near Hennur, Bangalore",Prestige Group,168.0,3.0,Apartment
Bangalore,Frontier Heights,"Kasavanhalli, Bangalore",Frontier Shelters,,3.0,Villa
Bangalore,Prestige Great Acres,"Sarjapur Road, Bangalore",Prestige Group,450.0,4.0,Villa
Bangalore,DS Max Sukruth,"Chandapura, Bangalore",DS Max Properties,45.3,2.0,Apartment
Bangalore,Monarch Aqua,"KR Puram, Bangalore",Monarch Properties,153.0,3.0,Apartment
Bangalore,Purva Orient Grand,"Sudhama Nagar, Mission Road, Bangalore",Puravankara,136.0,2.0,Apartment
Bangalore,Architha Aarna,"Rajarajeshwari Nagar, Bangalore",Architha Developers,259.0,3.0,Apartment
Bangalore,RJ Lake Gardenia,"Bhattarahalli, KR Puram",RJ Group,279.0,4.0,Apartment
Bangalore,Unishire Terraza,"Manyata Tech Park, Thanisandra Main Road",Unishire Group,800.0,3.0,Apartment
Bangalore,Birla Ojasvi,"Rajarajeshwari Nagar, Bangalore",Birla Estates,150.0,2.0,Apartment
Bangalore,SNN Raj Viviente,"Eagle Ridge, Bannerghatta Road",SNN Raj Corp,259.0,3.0,Apartment
Bangalore,DS Max Spoorthi,"Sarjapura Attibele Road, Bangalore",DS Max Properties,582.0,4.0,Villa
Bangalore,Birla Alokya,"Whitefield, Bangalore",Birla Estates,440.00000000000006,4.0,Villa
Bangalore,Assetz Marq 3,"Whitefield, Bangalore",Assetz Property Group,200.0,3.0,Apartment
Bangalore,MVN Aero One,"Devanahalli, Bangalore",MVN Group,229.99999999999997,4.0,Apartment
Bangalore,Elegant Exquisite,"Rajarajeshwari Nagar, Bangalore",Elegant Builders and Developers,58.0,1.0,Apartment
Bangalore,LGCL Luxuriate,"HSR Layout, Bangalore",LGCL,80.51,2.0,Apartment
Bangalore,Sowparnika Ashiyana,"Whitefield, Bangalore",Sowparnika Projects,99.0,3.0,Apartment
Bangalore,Nambiar Bellezea,"Sarjapur Road, Bangalore",Nambiar Builders,84.16,2.0,Apartment
Bangalore,Brigade Oasis,"Devanahalli, Bangalore",Brigade Group,103.0,3.0,Apartment
Bangalore,Alpine Pyramid,"Rajiv Gandhi Nagar, Sahakara Nagar",Alpine Housing Development Corporation,91.04,2.0,Apartment
Bangalore,GRC Saffron Skies,"Kanakapura Road, Bangalore",GRC Infra,128.0,3.0,Apartment
Bangalore,Amrutha Heights Phase 2,"Nallurhalli, Whitefield",Amrutha Shelters,168.0,4.0,Apartment
Bangalore,Affinity Brundaavana,"Thanisandra, Bangalore",Affinity Projects,185.0,3.0,Villa
Bangalore,TVS Emerald Jardin,"Singasandra, Hosur Road",TVS Emerald,,1.0,Apartment
Bangalore,VBC Oracle Sunrise,"Kasavanhalli, Bangalore",VBC Group,153.0,2.0,Apartment
Bangalore,Arvind Forest Trails,"Sarjapur Road, Bangalore",Arvind Smartspaces,350.0,5.0,Villa
Bangalore,Spectra Raaya,"Siddapura, Whitefield",Spectra Constructions,121.0,2.0,Apartment
Bangalore,Raj Bay Vista,"BTM Layout, Bangalore",SNN Raj Corp,176.0,3.0,Apartment
Bangalore,Prestige Elysian,"Bannerghatta Road, Bangalore",Prestige Group,,2.0,Apartment
Bangalore,Sona Vistaas,"Bannerghatta Road, Bangalore",Sona Heights,198.0,3.0,Apartment
Bangalore,DS Max Senate,"Begur, Bangalore",DS Max Properties,,1.0,Apartment
Bangalore,Sri Lakshmi Vallabha Kanakashree,"Uttarahalli, Bangalore",Sri Lakshmi Vallabha constructions,60.4,2.0,Apartment
Bangalore,Godrej Splendour,"Whitefield, Bangalore",Godrej Properties,,1.0,Apartment
Bangalore,Adarsh Palm Meadows,"Ramagondanahalli, Whitefield",Adarsh Group,480.0,3.0,Villa
Bangalore,Brigade Cornerstone Utopia,"Varthur, Bangalore",Brigade Group,1400.0,4.0,Villa
Bangalore,Aparna Elina,"Yeshwanthpur, Bangalore",Aparna Constructions,,1.0,Apartment
Bangalore,Soho By Bren,"Talaghattapura, Kanakapura Road",Bren Corporation,120.0,2.0,Apartment
Bangalore,Prestige Falcon City,"Kanakapura Road, Bangalore",Prestige Group,117.0,2.0,Apartment
Bangalore,Purva Sparkling Springs,"Bannerghatta Road, Bangalore",Puravankara,776.0,3.0,Villa
Bangalore,Sowparnika Sunray,"Mysore Road, Bangalore",Sowparnika Projects,34.46,1.0,Apartment
Delhi,"Anand Niketan, Delhi, South Delhi","4 BHK Independent Builder Floor in Anand Niketan, Delhi",Surya Homes and Developers,125.0,2.0,Independent Floor
Delhi,"Ashok Vihar Phase 2, Delhi, North Delhi","3 BHK Independent Builder Floor in Ashok Vihar Phase 2, Delhi",Findahouse,290.0,3.0,Independent Floor
Delhi,"Greater Kailash 1, Delhi, South Delhi","4 BHK Independent Builder Floor in Greater Kailash 1, Delhi",Maa Katyayani Properties,42.0,2.0,Independent Floor
Delhi,New friends colony,"4 BHK Independent Builder Floor in Sukhdev Vihar, Delhi",Kalra Associates,77.0,3.0,Independent Floor
Delhi,Premium Luxury Basement Ground Floor,"4 BHK Independent Builder Floor in Greater Kailash 1, Delhi",Omdev Homes,150.0,4.0,Independent Floor
Delhi,"Samta Enclave, Delhi, Delhi South West","Residential land / Plot in Samta Enclave, Delhi",Godrej Properties,120.0,2.0,Apartment
Delhi,Godrej South Estate,"2 BHK Flat in Okhla, Delhi",Suri Buildtech,250.0,3.0,Apartment
Delhi,"Greater Kailash 2, Delhi, South Delhi","4 BHK Independent Builder Floor in Greater Kailash 2, Delhi",Lucky Realtech,650.0,4.0,Independent Floor
Delhi,"Greater Kailash 1, Delhi, South Delhi","3 BHK Independent Builder Floor in Greater Kailash 1, Delhi",Sky High Developers,700.0,3.0,Independent Floor
Delhi,"Greater Kailash 1, Delhi, South Delhi","3 BHK Independent Builder Floor in Greater Kailash 1, Delhi",URE Realtors,2000.0,4.0,Independent Floor
Delhi,BRAND NEW,"3 BHK Independent Builder Floor in Greater Kailash 1, Delhi",BDS BUILDCON,2000.0,5.0,Independent Floor
Delhi,"Greater Kailash 1, Delhi, South Delhi","3 BHK Independent Builder Floor in Greater Kailash 1, Delhi",India Homes,,1.0,Apartment
Delhi,DLF Capital Greens 1 and 2,"3 BHK Flat in Moti Nagar, Delhi",URE Realtors,602.0,2.0,Apartment
Delhi,"Block R Greater Kailash 1, Delhi, South Delhi","4 BHK Independent Builder Floor in Block R Greater Kailash 1, Delhi",Happy Homes Delhi,684.0,3.0,Apartment
Delhi,Pratham Nikunj,"2 BHK Flat in Sainik Nagar,Nawada, Delhi",VB Developers Delhi,58.0,3.0,Independent Floor
Delhi,"Kiran Vihar, Delhi, East Delhi","4 BHK Independent Builder Floor in Kiran Vihar, Delhi",Property Hub,90.72,4.0,Independent Floor
Delhi,"Greater Kailash 1, Delhi, South Delhi","3 BHK Independent Builder Floor in Greater Kailash 1, Delhi",Jagdamba Associates,108.0,5.0,Independent Floor
Delhi,Budhh Vihar,"17 Bedroom House in Badarpur, Delhi",Investnow Realtec,45.6,2.0,Independent Floor
Delhi,DDA Karuna Kunj,"3 BHK Independent Builder Floor in Sector 3 Dwarka, Delhi",Arora Property Dealer,99.0,3.0,Independent Floor
Delhi,"Ghanta ghar, sbji mandi","Residential land / Plot in Kamla Nagar, Delhi",Bajrang Properties and Developers,110.00000000000001,4.0,Independent Floor
Delhi,Premium Luxury Ground Floor,"3 BHK Independent Builder Floor in Greater Kailash 1, Delhi",Habitech Group,75.0,2.0,Independent Floor
Delhi,Yadav Nagar,"6 Bedroom House in Samay Pur, Delhi",Unknown,110.00000000000001,3.0,Independent Floor
Delhi,"Greater Kailash 2, Delhi, South Delhi","3 BHK Independent Builder Floor in Greater Kailash 2, Delhi",Unknown,250.0,4.0,Independent Floor
Delhi,Aashirwad Apartments,"3 BHK Flat in IP Extension, Delhi",Unknown,579.0,3.0,Independent Floor
Delhi,"Greater Kailash 1, Delhi, South Delhi","3 BHK Independent Builder Floor in Greater Kailash 1, Delhi",Unknown,733.0,4.0,Independent Floor
Delhi,"Jawahar Nagar, Delhi, North Delhi","3 BHK Independent Builder Floor in Jawahar Nagar, Delhi",Unknown,135.0,2.0,Independent Floor
Delhi,"New Ashok Nagar, Delhi, East Delhi","4 Bedroom House in New Ashok Nagar, Delhi",Unknown,400.0,3.0,Independent Floor
Delhi,"Maidan Garhi, Delhi, South Delhi","Residential land / Plot in Maidan Garhi, Delhi",Unknown,650.0,4.0,Independent Floor
Delhi,"Greater Kailash 1, Delhi, South Delhi","4 BHK Independent Builder Floor in Greater Kailash 1, Delhi",Unknown,75.0,2.0,Independent Floor
Delhi,"Block A Upakar Colony, Delhi, North Delhi","3 BHK Independent Builder Floor in Block A Upakar Colony, Delhi",Unknown,200.0,3.0,Independent Floor
Delhi,"Chander Vihar, Delhi, East Delhi","24 Bedroom House in Chander Vihar, Delhi",Unknown,235.0,4.0,Independent Floor
Delhi,"Alipur, Delhi, North Delhi","3 Bedroom House in Alipur, Delhi",Unknown,,1.0,Apartment
Delhi,"Sagarpur East, Delhi, West Delhi","2 Bedroom House in Sagarpur East, Delhi",Vaibhav Associates,42.12,2.0,Independent Floor
Delhi,"Greater Kailash 3, Delhi, South Delhi","3 BHK Independent Builder Floor in Greater Kailash 3, Delhi",Balaji Developers Dwarka,70.04,3.0,Independent Floor
Delhi,Premium Luxury Second Floor,"4 BHK Independent Builder Floor in Greater Kailash 1, Delhi",Kaanha Associates,90.44,4.0,Independent Floor
Delhi,"Greater Kailash 1, Delhi, South Delhi","3 BHK Independent Builder Floor in Greater Kailash 1, Delhi",Unknown,86.25,3.0,Apartment
Delhi,"Rajpur Khurd Extension, Delhi, South Delhi","3 Bedroom House in Rajpur Khurd Extension, Delhi",Unknown,112.00000000000001,4.0,Apartment
Delhi,RWA Block D2A,"2 BHK Flat in Janakpuri, West Delhi",Unknown,,2.0,Independent Floor
Delhi,DLF One Midtown,"2 BHK Flat in Moti Nagar, Delhi",Unknown,,3.0,Independent Floor
Delhi,Premium Luxury Third Floor,"4 BHK Independent Builder Floor in Greater Kailash 1, Delhi",Unknown,,4.0,Independent Floor
Delhi,"Green Park Extension, Delhi, South Delhi","4 BHK Independent Builder Floor in Green Park Extension, Delhi",Shri Builder Connectors,,3.0,Independent Floor
Delhi,Unity Group The Amaryllis,"4 BHK Flat in Karol Bagh, Delhi",Unknown,,4.0,Independent Floor
Delhi,"Greater Kailash 1, Delhi, South Delhi","4 BHK Independent Builder Floor in Greater Kailash 1, Delhi",DLF Homes,433.0,2.0,Apartment
Delhi,PremiumLuxury Second Floor,"3 BHK Independent Builder Floor in Greater Kailash 2, Delhi",Indiabhoomi,600.0,3.0,Apartment
Delhi,"Greater Kailash 2, Delhi, South Delhi","4 BHK Independent Builder Floor in Greater Kailash 2, Delhi",King Properties,800.0,4.0,Apartment
Delhi,"Punjabi Bagh, Delhi, West Delhi","4 BHK Independent Builder Floor in Punjabi Bagh, Delhi",Unknown,,1.0,Apartment
Delhi,Park View Terrace Garden,"4 BHK Independent Builder Floor in Vasant Vihar, Delhi",Unknown,,2.0,Apartment
Delhi,"Greater Kailash 2, Delhi, South Delhi","3 BHK Independent Builder Floor in Greater Kailash 2, Delhi",Unknown,,3.0,Apartment
Delhi,RWA East Of Kailash Block E,"4 BHK Independent Builder Floor in East of Kailash, Delhi",Unknown,105.0,2.0,Independent Floor
Delhi,"Greater Kailash 1, Delhi, South Delhi","3 BHK Independent Builder Floor in Greater Kailash 1, Delhi",Unknown,340.0,3.0,Independent Floor
Delhi,"Greater Kailash 1, Delhi, South Delhi","3 BHK Independent Builder Floor in Greater Kailash 1, Delhi",Unknown,648.0,4.0,Independent Floor
Delhi,Main Road Facing,"4 BHK Independent Builder Floor in Greater Kailash Enclave 1, Delhi",Mr Associates Property,48.0,2.0,Apartment
Delhi,"Greater Kailash 2, Delhi, South Delhi","4 BHK Independent Builder Floor in Greater Kailash 2, Delhi",Unknown,80.0,3.0,Apartment
Delhi,basement & ground,"4 BHK Independent Builder Floor in Greater Kailash 1, Delhi",Unknown,126.0,4.0,Apartment
Delhi,"Defence Colony, South Delhi","3 BHK Independent Builder Floor in Defence Colony, South Delhi",Balaji Developers Delhi,86.25,3.0,Independent Floor
Delhi,Amar Colony,"2 BHK Independent Builder Floor in Lajpat Nagar, Delhi",Unknown,111.00000000000001,4.0,Independent Floor
Delhi,"Greater Kailash 1, Delhi, South Delhi","4 BHK Independent Builder Floor in Greater Kailash 1, Delhi",Balaji Developers Delhi,90.05,3.0,Independent Floor
Delhi,"Greater Kailash 2, Delhi, South Delhi","4 BHK Independent Builder Floor in Greater Kailash 2, Delhi",Unknown,122.0,4.0,Independent Floor
Delhi,"Shakarpur, Delhi, East Delhi","4 BHK Independent Builder Floor in Shakarpur, Delhi",Om Associates chhatarpur,60.0,2.0,Apartment
Delhi,s block greater kailash part 2,"4 BHK Independent Builder Floor in Greater Kailash 2, Delhi",Unknown,90.0,3.0,Apartment
Delhi,RWA East Of Kailash Block E,"4 BHK Independent Builder Floor in East of Kailash, Delhi",Unknown,150.0,4.0,Apartment
Delhi,RNA Super Luxury Builder Floors,"4 BHK Independent Builder Floor in Anand Lok, Delhi",RV Properties,550.0,3.0,Apartment
Delhi,"Greater Kailash 2, Delhi, South Delhi","4 BHK Independent Builder Floor in Greater Kailash 2, Delhi",Unknown,1100.0,4.0,Apartment
Delhi,"Friends Colony West, Delhi, South Delhi","4 BHK Independent Builder Floor in Friends Colony West, Delhi",Unknown,2100.0,5.0,Apartment
